Population,Zip
7309,48054
15108,48059
40361,48060
9464,48062
4058,48063
4093,48064
10661,48065
47499,48066
24944,48067
2539,48069
6280,48070
29933,48071
15089,48072
33123,48073
9287,48074
21246,48075
25276,48076
12232,48079
22798,48080
20839,48081
16180,48082
23305,48083
14689,48084
24292,48085
22844,48088
29960,48089
31746,48091
26516,48092
23310,48093
18424,48094
4778,48095
3830,48096
5278,48097
19414,48098
27933,48101
54593,48103
39125,48104
33729,48105
26657,48108
6878,48109
42081,48111
20575,48114
26103,48116
10049,48117
12562,48118
7454,48120
10661,48122
30922,48124
20241,48125
48100,48126
37050,48127
10664,48128
14627,48130
6303,48131
5560,48133
20868,48134
27499,48135
4872,48137
10294,48138
264,48139
3303,48140
25215,48141
0,48143
10164,48144
3398,48145
37651,48146
27327,48150
30840,48152
38066,48154
1405,48157
7760,48158
2422,48159
13640,48160
27201,48161
28592,48162
9477,48164
5886,48165
11482,48166
21911,48167
22320,48168
20880,48169
39578,48170
12745,48173
31719,48174
20923,48176
267,48177
29815,48178
3351,48179
62592,48180
21455,48182
42277,48183
17447,48184
47787,48185
35689,48186
48028,48187
41460,48188
13582,48189
82,48190
3736,48191
25621,48192
15398,48193
29800,48195
62684,48197
38095,48198
11748,48201
15866,48202
26861,48203
27227,48204
38688,48205
21182,48206
20439,48207
9997,48208
33446,48209
31895,48210
6175,48211
39369,48212
27981,48213
22286,48214
13364,48215
5556,48216
7723,48217
7857,48218
47821,48219
22773,48220
39455,48221
24321,48223
44877,48224
14692,48225
5370,48226
45214,48227
52191,48228
9625,48229
16860,48230
0,48233
35769,48234
46368,48235
30358,48236
29573,48237
31109,48238
36245,48239
17212,48240
0,48242
0,48243
14104,48301
15155,48302
16667,48304
27177,48306
40878,48307
29555,48309
43399,48310
32499,48312
33692,48313
20570,48314
26719,48315
25854,48316
26694,48317
4415,48320
31947,48322
17664,48323
17010,48324
21025,48326
22185,48327
25223,48328
24526,48329
22184,48331
17506,48334
22323,48335
26619,48336
25577,48340
16790,48341
17854,48342
22888,48346
23263,48348
7201,48350
6444,48353
8405,48356
8649,48357
7882,48359
11863,48360
15439,48362
4842,48363
4637,48367
1844,48370
22826,48371
14359,48374
22189,48375
15529,48377
7388,48380
12800,48381
21683,48382
12279,48383
18081,48386
23246,48390
16560,48393
0,48397
1662,48401
34,48411
5792,48412
7502,48413
2946,48414
9639,48415
4986,48416
2741,48417
4387,48418
2636,48419
22100,48420
6836,48421
6068,48422
32169,48423
993,48426
2854,48427
4920,48428
8127,48429
36202,48430
667,48432
26450,48433
63,48434
1964,48435
3723,48436
424,48437
7063,48438
48594,48439
396,48440
3933,48441
21401,48442
9151,48444
1381,48445
30843,48446
2990,48449
4630,48450
15056,48451
5149,48453
1337,48454
8224,48455
887,48456
8150,48457
21631,48458
2331,48460
8556,48461
13425,48462
4331,48463
2019,48464
544,48465
1796,48466
2327,48467
1440,48468
1175,48469
794,48470
5640,48471
1964,48472
22030,48473
2527,48475
741,48476
1068,48502
24866,48503
30615,48504
23343,48505
29071,48506
31512,48507
9889,48509
7771,48519
9426,48529
19689,48532
0,48551
0,48553
0,48554
38232,48601
29833,48602
26593,48603
13217,48604
1392,48607
11952,48609
3071,48610
6937,48611
9335,48612
1108,48613
1375,48614
3112,48615
7459,48616
8612,48617
5521,48618
390,48619
1195,48621
6251,48622
14018,48623
16032,48624
13593,48625
6105,48626
99,48627
2020,48628
7857,48629
121,48630
4568,48631
4778,48632
241,48633
4406,48634
1640,48635
881,48636
3308,48637
13161,48638
32054,48640
32933,48642
4562,48647
1439,48649
7115,48650
4789,48651
1450,48652
9901,48653
2350,48654
6327,48655
4104,48656
8002,48657
5417,48658
2781,48659
10062,48661
1464,48662
0,48667
1328,48701
3020,48703
461,48705
40208,48706
27205,48708
0,48710
1066,48720
365,48721
3255,48722
12431,48723
372,48724
2434,48725
6270,48726
1344,48727
319,48728
1539,48729
4543,48730
1718,48731
11377,48732
1752,48733
7643,48734
912,48735
1258,48737
1290,48738
4165,48739
2454,48740
2113,48741
1505,48742
11,48743
4572,48744
1481,48745
8653,48746
1404,48747
1706,48748
1038,48749
8667,48750
913,48754
3045,48755
4780,48756
3929,48757
3249,48759
1262,48760
960,48761
1103,48762
5370,48763
650,48765
1419,48766
2080,48767
9651,48768
1980,48770
13118,48801
1697,48806
836,48807
5707,48808
10848,48809
5655,48811
21058,48813
2197,48815
67,48816
6397,48817
2287,48818
2842,48819
17032,48820
5763,48821
2934,48822
49813,48823
13696,48825
16134,48827
3212,48829
3438,48831
1222,48832
2188,48834
2581,48835
13825,48836
18829,48837
17928,48838
12939,48840
1026,48841
20285,48842
43397,48843
996,48845
20655,48846
5763,48847
7589,48848
5593,48849
4215,48850
2493,48851
75,48852
676,48853
18616,48854
14112,48855
962,48856
2678,48857
49502,48858
1271,48860
1606,48861
20058,48864
1692,48865
4999,48866
27713,48867
164,48870
1976,48871
7280,48872
1613,48873
212,48874
10558,48875
3956,48876
2450,48877
1550,48878
18240,48879
10554,48880
5042,48881
7364,48883
4514,48884
937,48885
2203,48886
6139,48888
1364,48889
1945,48890
3130,48891
4661,48892
5472,48893
2030,48894
11299,48895
138,48896
1505,48897
25641,48906
35218,48910
39922,48911
17931,48912
8870,48915
32082,48917
0,48921
2478,48933
22581,49001
19528,49002
15575,49004
26908,49006
10208,49007
16599,49008
43385,49009
17741,49010
2151,49011
3389,49012
4890,49013
21546,49014
26378,49015
21560,49017
6236,49021
31647,49022
28561,49024
2396,49026
114,49027
6438,49028
1708,49029
2356,49030
7658,49031
3726,49032
1931,49033
2142,49034
23706,49036
22204,49037
9091,49038
3311,49040
4507,49042
2806,49043
5826,49045
7201,49046
14493,49047
25434,49048
1337,49050
2747,49051
1038,49052
6724,49053
6079,49055
4296,49056
7145,49057
19031,49058
1898,49060
1527,49061
3698,49064
6643,49065
549,49066
4446,49067
14415,49068
2451,49070
8710,49071
3126,49072
4689,49073
208,49074
90,49075
4316,49076
8964,49078
13332,49079
15624,49080
6797,49082
7363,49083
5,49084
23268,49085
6438,49087
3747,49088
1566,49089
14137,49090
19625,49091
2118,49092
18412,49093
4252,49094
2048,49095
3285,49096
10050,49097
6388,49098
5731,49099
2989,49101
1504,49102
11168,49103
722,49104
4407,49106
10299,49107
3573,49111
10253,49112
1837,49113
200,49115
414,49116
3812,49117
73,49119
37376,49120
1923,49125
1521,49126
10793,49127
4116,49128
361,49129
2042,49130
44338,49201
20866,49202
38660,49203
2474,49220
41712,49221
14539,49224
1152,49227
5735,49228
3192,49229
10099,49230
2980,49232
2619,49233
2665,49234
2250,49235
4773,49236
2807,49237
1977,49238
9335,49240
2439,49241
14872,49242
4910,49245
3345,49246
5622,49247
817,49248
3417,49249
6183,49250
6699,49251
2472,49252
2989,49253
3215,49254
1946,49255
3779,49256
2242,49259
406,49261
1305,49262
11,49263
2138,49264
5225,49265
2945,49266
4087,49267
885,49268
5954,49269
5842,49270
2196,49271
2309,49272
3917,49274
1131,49276
3339,49277
603,49279
463,49282
4443,49283
3082,49284
5788,49285
14508,49286
1874,49287
1376,49288
178,49289
19366,49301
8241,49302
1109,49303
4054,49304
2260,49305
10450,49306
20473,49307
1660,49309
3163,49310
213,49312
20135,49315
20073,49316
1572,49318
15987,49319
16,49320
16115,49321
1313,49322
9578,49323
1625,49325
3943,49326
8426,49327
4195,49328
8646,49329
5277,49330
17266,49331
3081,49332
11239,49333
534,49335
4844,49336
11682,49337
1586,49338
2453,49339
2945,49340
33588,49341
2018,49342
5441,49343
3652,49344
13572,49345
5331,49346
1067,49347
12007,49348
8220,49349
19903,49401
1400,49402
2221,49403
8961,49404
1439,49405
778,49406
8944,49408
2047,49410
1523,49411
11292,49412
6260,49415
29759,49417
27524,49418
7757,49419
7408,49420
5829,49421
45291,49423
44524,49424
3756,49425
34183,49426
26315,49428
16935,49431
6,49434
3286,49435
1436,49436
6990,49437
1008,49440
36322,49441
42437,49442
27091,49444
20655,49445
2599,49446
3393,49448
2382,49449
2926,49450
6129,49451
1718,49452
2704,49453
4738,49454
4615,49455
18976,49456
10798,49457
52,49458
1274,49459
8473,49460
8678,49461
28202,49464
35157,49503
39533,49504
31380,49505
33159,49506
37418,49507
40609,49508
26466,49509
16269,49512
28019,49519
27483,49525
21528,49534
8853,49544
31140,49546
29775,49548
21155,49601
237,49611
1151,49612
596,49613
2890,49614
4232,49615
1884,49616
3443,49617
786,49618
1007,49619
2349,49620
3006,49621
2542,49622
1041,49623
1283,49625
459,49626
144,49627
251,49628
2251,49629
1387,49630
5659,49631
1164,49632
3475,49633
144,49634
3799,49635
447,49636
3013,49637
831,49638
2617,49639
1406,49640
941,49642
6204,49643
1853,49644
1576,49645
8207,49646
2002,49648
8115,49649
3340,49650
7739,49651
1973,49653
654,49654
3264,49655
1526,49656
3695,49657
6922,49659
13920,49660
6198,49663
2054,49664
4323,49665
86,49666
503,49667
3562,49668
1956,49670
70,49674
1151,49675
3265,49676
7137,49677
1473,49679
2060,49680
4186,49682
2103,49683
38597,49684
32271,49686
2621,49688
1517,49689
6500,49690
865,49701
968,49705
4510,49706
22429,49707
3693,49709
468,49710
7848,49712
1987,49713
3103,49715
863,49716
142,49717
806,49718
1342,49719
9186,49720
14315,49721
220,49722
1134,49724
655,49725
1029,49726
7222,49727
310,49728
1520,49729
2044,49730
2042,49733
19658,49735
504,49736
9851,49738
6884,49740
782,49743
860,49744
1217,49745
3742,49746
1779,49747
113,49748
4194,49749
1765,49751
857,49752
2097,49753
1914,49755
3736,49756
516,49757
1531,49759
608,49760
549,49762
155,49764
4045,49765
2468,49766
460,49768
1804,49769
17038,49770
2080,49774
76,49775
1839,49776
1715,49777
4676,49779
1863,49780
4303,49781
610,49782
19843,49783
6415,49788
251,49791
377,49793
2062,49795
361,49796
2421,49799
11447,49801
6467,49802
303,49805
521,49806
3357,49807
258,49808
939,49812
1482,49814
580,49815
906,49816
514,49817
978,49818
21,49819
216,49820
1255,49821
272,49822
295,49825
143,49826
959,49827
17445,49829
704,49831
115,49833
276,49834
796,49835
931,49836
9561,49837
481,49838
261,49839
830,49840
7466,49841
922,49847
142,49848
12604,49849
97,49852
1415,49853
6456,49854
33767,49855
11935,49858
454,49861
4795,49862
114,49863
63,49864
7966,49866
5173,49868
3382,49870
611,49871
171,49872
116,49873
1208,49874
985,49876
39,49877
3713,49878
950,49879
1079,49880
341,49881
81,49883
711,49884
1626,49885
472,49886
2574,49887
732,49891
1929,49892
2008,49893
660,49894
785,49895
1566,49896
273,49901
97,49902
162,49903
1852,49905
3682,49908
391,49910
2744,49911
943,49912
7599,49913
554,49915
2548,49916
261,49917
124,49918
230,49919
4224,49920
260,49921
736,49922
497,49925
424,49927
224,49929
7026,49930
9904,49931
1012,49934
6234,49935
7762,49938
71,49942
2409,49945
3914,49946
1772,49947
524,49948
1308,49950
125,49952
2952,49953
482,49955
1145,49958
358,49959
129,49960
94,49961
137,49962
978,49963
478,49965
480,49967
2320,49968
1352,49969
235,49970
392,49971
825,50001
1338,50002
6921,50003
668,50005
1528,50006
619,50007
920,50008
16687,50009
29802,50010
1913,50011
3699,50012
28064,50014
1554,50020
21778,50021
8028,50022
29494,50023
3294,50025
638,50026
313,50027
1553,50028
737,50029
429,50032
33,50033
356,50034
5458,50035
16052,50036
114,50038
463,50039
92,50041
342,50042
1123,50044
1395,50046
5447,50047
848,50048
6754,50049
553,50050
391,50051
245,50052
3371,50054
859,50055
1349,50056
281,50057
2042,50058
2304,50060
1676,50061
640,50062
2837,50063
79,50064
522,50065
260,50066
321,50067
416,50068
1228,50069
1426,50070
869,50071
2807,50072
1029,50073
300,50074
918,50075
1402,50076
115,50078
88,50101
44,50102
373,50103
153,50104
1389,50105
939,50106
1152,50107
542,50108
2812,50109
9939,50111
11752,50112
2670,50115
174,50116
205,50117
970,50118
574,50119
291,50120
1648,50122
791,50123
3662,50124
19543,50125
6770,50126
0,50127
362,50128
5128,50129
1517,50130
18263,50131
320,50132
515,50133
590,50134
1666,50135
406,50136
11830,50138
1432,50139
3059,50140
640,50141
957,50142
635,50143
2696,50144
342,50146
496,50147
352,50148
870,50149
1113,50150
533,50151
897,50153
523,50154
274,50155
4242,50156
622,50157
31589,50158
515,50160
2058,50161
1227,50162
824,50163
514,50164
74,50165
1606,50166
588,50167
665,50168
3613,50169
2716,50170
2943,50171
842,50173
1250,50174
8139,50201
469,50206
2499,50207
20675,50208
1531,50210
11849,50211
3515,50212
7027,50213
808,50214
2740,50216
719,50217
110,50218
14190,50219
9213,50220
645,50222
423,50223
2736,50225
5306,50226
22,50227
2177,50228
713,50229
1314,50230
143,50231
485,50232
1441,50233
536,50234
343,50235
1783,50236
3052,50237
938,50238
146,50239
2815,50240
375,50242
250,50243
2102,50244
680,50246
2378,50247
4406,50248
1176,50249
2595,50250
1282,50251
133,50252
330,50254
62,50255
590,50256
875,50257
950,50258
2297,50261
539,50262
17390,50263
350,50264
32214,50265
24636,50266
1011,50268
806,50271
130,50272
8217,50273
358,50274
602,50275
2594,50276
436,50277
943,50278
5431,50309
30138,50310
15155,50311
14873,50312
17632,50313
11925,50314
35873,50315
16983,50316
35391,50317
0,50319
21195,50320
8501,50321
31526,50322
10566,50323
4874,50324
16010,50325
10833,50327
29322,50401
376,50420
2871,50421
3222,50423
1254,50424
46,50426
9274,50428
444,50430
376,50431
190,50432
206,50433
382,50434
628,50435
5919,50436
3903,50438
491,50439
475,50440
5846,50441
330,50444
668,50446
1203,50447
741,50448
664,50449
2681,50450
477,50451
802,50452
685,50453
180,50454
356,50455
1789,50456
378,50457
2148,50458
2870,50459
306,50460
5786,50461
723,50464
250,50465
1962,50466
100,50467
1587,50468
1694,50469
213,50470
741,50471
2224,50472
185,50473
1676,50475
719,50476
427,50477
962,50478
569,50479
793,50480
884,50482
743,50483
362,50484
28492,50501
1001,50510
7223,50511
1507,50514
230,50515
576,50516
1132,50517
414,50518
605,50519
125,50520
30,50521
703,50522
825,50523
525,50524
3491,50525
282,50527
525,50528
822,50529
1318,50530
313,50531
879,50532
3952,50533
807,50535
4541,50536
473,50538
591,50539
916,50540
800,50541
1067,50542
1562,50543
565,50544
270,50545
400,50546
5818,50548
128,50551
1632,50554
281,50556
831,50557
756,50558
274,50559
618,50560
599,50561
567,50562
2517,50563
591,50565
344,50566
216,50567
1515,50568
875,50569
229,50570
313,50571
44,50573
2156,50574
1195,50575
393,50576
395,50577
677,50578
2686,50579
885,50581
189,50582
2662,50583
911,50585
288,50586
12906,50588
914,50590
220,50591
92,50593
229,50594
9185,50595
1185,50597
1005,50598
489,50599
2339,50601
1643,50602
728,50603
1684,50604
126,50605
936,50606
687,50607
360,50609
400,50611
308,50612
42337,50613
10340,50616
2306,50619
44,50620
1682,50621
3292,50622
1841,50624
1183,50625
2028,50626
3529,50627
1398,50628
2331,50629
1848,50630
1144,50632
467,50633
682,50634
1808,50635
1935,50636
3260,50638
1939,50641
669,50642
2607,50643
8426,50644
1066,50645
1850,50647
4513,50648
511,50650
3821,50651
95,50652
741,50653
385,50654
755,50655
2584,50658
5716,50659
1317,50660
7144,50662
18,50664
2676,50665
920,50666
851,50667
1327,50668
2624,50669
2155,50670
303,50671
499,50672
260,50673
3423,50674
2570,50675
2355,50676
11936,50677
1258,50680
552,50681
1758,50682
29075,50701
20036,50702
20380,50703
8489,50707
9468,50801
1879,50830
2358,50833
131,50835
388,50836
272,50837
21,50839
607,50840
2851,50841
86,50842
646,50843
902,50845
1133,50846
60,50847
366,50848
2732,50849
1812,50851
756,50853
2027,50854
239,50857
700,50858
693,50859
675,50860
324,50861
180,50862
275,50863
1990,50864
2367,51001
2678,51002
1649,51003
1294,51004
1582,51005
1127,51006
705,51007
110,51008
281,51009
220,51010
59,51011
6316,51012
494,51014
1392,51016
400,51018
762,51019
723,51020
756,51022
3116,51023
1942,51024
1791,51025
745,51026
1032,51027
2136,51028
429,51029
1778,51030
12023,51031
506,51033
1859,51034
1647,51035
678,51036
328,51037
1761,51038
2477,51039
3763,51040
7356,51041
214,51044
1364,51046
762,51047
654,51048
476,51049
2882,51050
102,51051
797,51052
1145,51053
4979,51054
1396,51055
499,51056
1199,51058
592,51060
630,51061
532,51062
1253,51063
716,51101
17490,51103
22509,51104
9463,51105
25854,51106
6376,51108
3122,51109
209,51111
6232,51201
581,51230
284,51231
910,51232
1106,51234
995,51235
1597,51237
1295,51238
3318,51239
1739,51240
1846,51241
248,51242
772,51243
84,51244
1517,51245
3801,51246
4954,51247
1499,51248
3455,51249
8472,51250
12879,51301
1007,51331
470,51333
7360,51334
901,51338
72,51341
1165,51342
169,51343
380,51345
2269,51346
1359,51347
566,51350
4521,51351
1056,51354
766,51355
801,51357
1284,51358
8593,51360
138,51363
579,51364
436,51365
367,51366
12086,51401
812,51430
385,51431
582,51433
956,51436
1149,51439
366,51440
340,51441
9596,51442
1836,51443
237,51444
2900,51445
517,51446
150,51447
653,51448
2000,51449
1775,51450
112,51451
801,51453
1525,51454
2358,51455
1583,51458
91,51459
1158,51461
1109,51462
649,51463
751,51465
945,51466
624,51467
35025,51501
36878,51503
3763,51510
248,51520
1807,51521
359,51523
1089,51525
1561,51526
438,51527
846,51528
1944,51529
1198,51530
825,51531
689,51532
1014,51533
9495,51534
1689,51535
433,51536
6598,51537
525,51540
332,51541
1071,51542
449,51543
984,51544
328,51545
2649,51546
367,51548
408,51549
144,51550
1652,51551
319,51552
1256,51553
195,51554
5425,51555
512,51556
820,51557
567,51558
1660,51559
2159,51560
1151,51561
382,51562
578,51563
457,51564
545,51565
6897,51566
768,51570
763,51571
420,51572
1147,51573
1640,51575
1937,51576
1316,51577
87,51578
2499,51579
5980,51601
172,51630
270,51631
7062,51632
515,51636
228,51637
1367,51638
942,51639
1616,51640
257,51645
809,51646
156,51647
112,51648
285,51649
430,51650
1689,51652
1525,51653
479,51654
74,51656
43799,52001
14869,52002
13377,52003
409,52030
5508,52031
1397,52032
3069,52033
986,52035
1310,52037
449,52038
904,52039
5688,52040
1481,52041
1832,52042
2269,52043
204,52044
2604,52045
2241,52046
464,52047
417,52048
1309,52049
725,52050
2849,52052
983,52053
882,52054
7961,52057
8555,52060
858,52064
1139,52065
80,52066
4141,52068
1589,52069
953,52070
294,52072
1341,52073
417,52074
2700,52076
456,52077
884,52078
835,52079
13845,52101
1939,52132
625,52133
448,52134
787,52135
5937,52136
449,52140
1390,52141
1662,52142
1300,52144
1065,52146
1109,52147
1889,52151
817,52154
1076,52155
802,52156
1733,52157
259,52158
2583,52159
1075,52160
1617,52161
3378,52162
264,52163
158,52164
810,52165
109,52166
179,52168
476,52169
551,52170
997,52171
5949,52172
3889,52175
1194,52201
1003,52202
1926,52203
8683,52205
2482,52206
304,52207
3198,52208
1281,52209
871,52210
2735,52211
194,52212
4437,52213
3003,52214
749,52215
1555,52216
447,52217
1880,52218
180,52219
285,52220
171,52221
720,52222
1592,52223
2475,52224
305,52225
2988,52227
2756,52228
813,52229
299,52231
139,52232
6974,52233
783,52235
744,52236
1337,52237
33544,52240
19328,52241
1688,52242
22745,52245
21360,52246
5431,52247
1951,52248
1084,52249
552,52251
2761,52253
765,52254
1108,52255
178,52257
3641,52301
37903,52302
625,52305
1944,52306
54,52307
148,52308
373,52309
6592,52310
130,52312
389,52313
6027,52314
958,52315
1563,52316
15310,52317
1158,52318
1109,52320
522,52321
2466,52322
1138,52323
1956,52324
971,52325
461,52326
3640,52327
2713,52328
667,52329
888,52330
1903,52332
6763,52333
222,52334
591,52335
2363,52336
969,52337
3073,52338
4435,52339
2183,52340
1129,52341
2880,52342
1428,52345
1112,52346
1515,52347
49,52348
7350,52349
1540,52351
1668,52352
8933,52353
327,52354
241,52355
2912,52356
3843,52358
254,52359
4395,52361
670,52362
2116,52401
40175,52402
22718,52403
38222,52404
24901,52405
7151,52411
29993,52501
1036,52530
5948,52531
1626,52533
205,52534
884,52535
896,52536
6430,52537
1334,52540
380,52542
517,52543
7657,52544
94,52548
564,52549
480,52550
605,52551
1231,52552
1708,52553
1387,52554
343,52555
12637,52556
77,52557
483,52560
882,52561
1755,52563
1987,52565
158,52566
628,52567
633,52569
1000,52570
1537,52571
1318,52572
102,52573
776,52574
475,52576
15091,52577
406,52580
532,52581
371,52583
492,52584
963,52585
400,52586
97,52588
1278,52590
3099,52591
150,52593
451,52594
512,52595
30090,52601
524,52619
849,52620
711,52621
1966,52623
215,52624
2678,52625
1477,52626
13414,52627
493,52630
13194,52632
765,52635
2359,52637
466,52638
1939,52639
1606,52640
12114,52641
323,52644
3109,52645
289,52646
232,52647
1030,52649
706,52650
820,52651
3480,52653
1866,52654
4502,52655
2292,52656
42,52657
863,52658
1523,52659
155,52660
103,52701
965,52720
795,52721
35289,52722
4739,52726
451,52727
909,52728
763,52729
4937,52730
712,52731
28379,52732
398,52737
3536,52738
860,52739
7830,52742
526,52745
977,52746
2184,52747
9253,52748
1341,52749
547,52750
864,52751
520,52752
5483,52753
1447,52754
2032,52755
2040,52756
153,52757
202,52758
372,52760
30409,52761
359,52765
831,52766
174,52767
1177,52768
835,52769
4951,52772
2199,52773
115,52774
4473,52776
1442,52777
3735,52778
978,52801
10500,52802
23308,52803
26954,52804
27998,52806
13847,52807
1880,53001
2501,53002
111,53003
3360,53004
19669,53005
1814,53006
1783,53007
7700,53010
2290,53011
18868,53012
3243,53013
8069,53014
2647,53015
351,53016
5714,53017
8120,53018
1863,53019
3468,53020
4879,53021
19090,53022
2430,53023
16725,53024
22076,53027
21019,53029
33,53031
4684,53032
4617,53033
1960,53034
2370,53035
2460,53036
8955,53037
4060,53038
4942,53039
8357,53040
7001,53042
2392,53044
21383,53045
1106,53046
123,53047
3121,53048
2211,53049
6860,53050
35755,53051
1671,53057
3500,53058
1784,53059
5229,53061
1598,53063
2281,53065
34097,53066
600,53069
4875,53070
24027,53072
14821,53073
12700,53074
3202,53075
3282,53076
2024,53078
1360,53079
5630,53080
42804,53081
20581,53083
11016,53085
8178,53086
477,53088
18241,53089
22193,53090
2071,53091
20845,53092
2053,53093
19292,53094
26755,53095
5585,53097
11837,53098
3698,53103
5703,53104
29520,53105
3470,53108
18326,53110
2703,53114
16072,53115
7248,53118
5426,53119
9811,53120
19206,53121
6036,53122
1673,53125
6472,53126
8759,53128
14143,53129
7728,53130
34983,53132
2006,53137
3030,53139
30400,53140
32273,53142
23872,53143
26609,53144
7256,53146
16984,53147
19271,53149
25048,53150
32321,53151
2239,53153
34580,53154
3054,53156
16015,53158
463,53167
8711,53168
2141,53170
21163,53172
8622,53177
2750,53178
6122,53179
7208,53181
9421,53182
2951,53183
4277,53184
18360,53185
34570,53186
34950,53188
25758,53189
19330,53190
2827,53191
108,53192
79,53195
23933,53202
1106,53203
42129,53204
9575,53205
29334,53206
36058,53207
32196,53208
45906,53209
26686,53210
35125,53211
31224,53212
26046,53213
34696,53214
60508,53215
32590,53216
29051,53217
40327,53218
35358,53219
26666,53220
38135,53221
25830,53222
28177,53223
22484,53224
24755,53225
19178,53226
22833,53227
14858,53228
15341,53233
9403,53235
135,53295
32223,53402
27770,53403
15272,53404
25280,53405
25862,53406
0,53501
2347,53502
1894,53503
2021,53504
425,53505
1090,53506
2265,53507
5380,53508
1540,53510
48785,53511
2301,53515
2153,53516
1694,53517
1212,53518
6741,53520
3567,53521
1246,53522
4770,53523
3740,53525
573,53526
10405,53527
5699,53528
2234,53529
4863,53530
4570,53531
13676,53532
7095,53533
11442,53534
8835,53536
674,53537
18671,53538
210,53540
721,53541
1593,53543
731,53544
22376,53545
32265,53546
18042,53548
10037,53549
1295,53550
8315,53551
625,53553
1134,53554
8523,53555
2681,53556
467,53557
10844,53558
6087,53559
3488,53560
1505,53561
24448,53562
10448,53563
5014,53565
15180,53566
1081,53569
2615,53570
317,53571
9849,53572
3082,53573
3830,53574
15558,53575
2452,53576
1451,53577
6225,53578
1911,53579
711,53580
10846,53581
987,53582
5770,53583
1969,53585
2257,53586
1271,53587
3831,53588
19850,53589
36715,53590
20431,53593
5103,53594
17050,53597
2682,53598
95,53599
38,53702
28111,53703
44206,53704
23267,53705
6281,53706
43977,53711
23044,53713
16081,53714
13406,53715
18320,53716
11775,53717
12396,53718
30564,53719
6033,53726
9,53792
1028,53801
49,53802
1379,53803
1446,53804
5385,53805
1826,53806
4524,53807
1069,53808
3801,53809
437,53810
3218,53811
6077,53813
942,53816
186,53817
14800,53818
2698,53820
8360,53821
601,53825
1286,53826
235,53827
15046,53901
2945,53910
1330,53911
19937,53913
22383,53916
2669,53919
369,53920
966,53922
2084,53923
1241,53924
7837,53925
1624,53926
193,53928
2623,53929
1277,53930
229,53931
2361,53932
4174,53933
4632,53934
322,53935
2555,53936
1048,53937
227,53939
2994,53941
1032,53943
2299,53944
4416,53946
81,53947
8276,53948
6000,53949
5502,53950
2565,53951
3344,53952
334,53953
7083,53954
5324,53955
3287,53956
13507,53959
3224,53960
770,53961
13822,53963
3590,53964
10265,53965
2554,53968
379,53969
8175,54001
6320,54002
900,54003
2451,54004
2983,54005
685,54006
1382,54007
2337,54009
34,54010
6492,54011
3323,54013
2401,54014
3655,54015
31006,54016
16589,54017
7424,54020
6740,54021
21786,54022
3802,54023
4544,54024
7179,54025
2053,54026
959,54027
2178,54028
1719,54082
2758,54101
796,54102
356,54103
1234,54104
4941,54106
3736,54107
5390,54110
2289,54111
2189,54112
3337,54113
5280,54114
41206,54115
1069,54119
111,54120
3190,54121
230,54123
3843,54124
556,54125
3797,54126
34,54127
1763,54128
3161,54129
25315,54130
3320,54135
6396,54136
1071,54137
832,54138
3140,54139
8764,54140
2561,54141
14648,54143
1213,54149
832,54150
3376,54151
7228,54153
5568,54154
6327,54155
1552,54156
6188,54157
1542,54159
216,54160
2844,54161
8715,54162
7697,54165
17044,54166
2624,54169
3442,54170
3465,54171
3980,54173
2853,54174
987,54175
2876,54177
2993,54180
5352,54201
1623,54202
1680,54204
2203,54205
190,54207
6299,54208
1208,54209
818,54210
201,54211
1095,54212
1376,54213
216,54214
6214,54216
7380,54217
39854,54220
1578,54227
2588,54228
4123,54229
4594,54230
893,54232
1483,54234
16980,54235
14883,54241
2340,54245
782,54246
2189,54247
22552,54301
29224,54302
28548,54303
27784,54304
1265,54307
34526,54311
36884,54313
30650,54401
24611,54403
2830,54405
3367,54406
1526,54407
1075,54408
13056,54409
2454,54410
5722,54411
2020,54412
109,54413
3285,54414
1914,54416
82,54417
1069,54418
1439,54420
3134,54421
1221,54422
2278,54423
1781,54424
2163,54425
4405,54426
1223,54427
1119,54428
134,54430
1669,54433
2111,54435
2272,54436
3154,54437
3032,54440
765,54441
1149,54442
2295,54443
3044,54446
549,54447
4455,54448
26061,54449
399,54450
11757,54451
19304,54452
1229,54454
17063,54455
6173,54456
8490,54457
150,54458
1256,54459
2784,54460
356,54462
772,54463
675,54465
2942,54466
13732,54467
1854,54469
2126,54470
1825,54471
2416,54473
3733,54474
1638,54475
18963,54476
4254,54479
1304,54480
29149,54481
9206,54482
5140,54484
309,54485
2383,54486
9437,54487
1265,54488
1526,54489
807,54490
1495,54491
610,54493
26400,54494
7936,54495
2279,54498
2992,54499
19965,54501
1272,54511
933,54512
407,54513
2037,54514
450,54515
155,54517
1132,54519
4281,54520
7189,54521
743,54524
261,54525
856,54526
937,54527
1158,54529
822,54530
1459,54531
2344,54534
218,54536
547,54537
3162,54538
1199,54539
1112,54540
1416,54541
522,54542
910,54545
1321,54546
1219,54547
4743,54548
639,54550
4259,54552
1256,54554
4854,54555
1225,54556
965,54557
2414,54558
734,54559
498,54560
17,54561
1834,54562
726,54563
445,54564
101,54565
1377,54566
5016,54568
49744,54601
14335,54603
1667,54610
1223,54611
5125,54612
2055,54613
2861,54614
10665,54615
2695,54616
2381,54618
3693,54619
1054,54621
2125,54622
1952,54623
1293,54624
260,54625
